year,country_code,country_name,country_category,ssi,hg,w,w_trend,w_prime,w_double_prime,ssi_m,ssi_d,ssi_i,ssi_r,hg_geopolitical,hg_economic,hg_social,hg_external,hg_nontraditional
2008,SAU,Saudi Arabia,新兴大国,78.43,0.393,47.61,49.31,0.49,-0.0,33.44,22.35,17.39,8.09,0.167,0.105,0.064,0.052,0.047
2009,SAU,Saudi Arabia,新兴大国,79.72,0.374,49.93,49.8,0.49,-0.0,30.89,22.65,15.98,7.56,0.134,0.098,0.048,0.067,0.038
2010,SAU,Saudi Arabia,新兴大国,80.37,0.372,50.49,50.29,0.49,-0.0,29.35,23.23,14.53,7.06,0.113,0.114,0.096,0.036,0.029
2011,SAU,Saudi Arabia,新兴大国,81.09,0.366,51.39,50.78,0.48,-0.0,34.71,25.09,15.24,8.08,0.083,0.117,0.081,0.036,0.043
2012,SAU,Saudi Arabia,新兴大国,81.85,0.366,51.87,51.26,0.48,-0.0,34.93,24.22,16.49,8.41,0.116,0.067,0.096,0.057,0.041
2013,SAU,Saudi Arabia,新兴大国,82.57,0.37,52.04,51.73,0.48,-0.0,33.4,25.78,16.06,7.38,0.123,0.1,0.078,0.066,0.03
2014,SAU,Saudi Arabia,新兴大国,83.32,0.374,52.15,52.2,0.47,-0.0,35.64,23.94,17.27,9.28,0.087,0.099,0.1,0.042,0.043
2015,SAU,Saudi Arabia,新兴大国,84.05,0.363,53.54,52.67,0.47,-0.0,33.73,24.14,17.59,7.9,0.119,0.119,0.091,0.051,0.045
2016,SAU,Saudi Arabia,新兴大国,84.78,0.37,53.43,53.14,0.46,-0.0,31.23,23.48,17.52,7.5,0.136,0.06,0.059,0.073,0.034
2017,SAU,Saudi Arabia,新兴大国,85.51,0.365,54.3,53.6,0.46,-0.0,36.83,23.69,15.4,7.64,0.123,0.129,0.09,0.052,0.041
2018,SAU,Saudi Arabia,新兴大国,86.25,0.374,53.97,54.05,0.46,-0.0,34.04,25.33,16.29,9.14,0.137,0.099,0.078,0.068,0.038
2019,SAU,Saudi Arabia,新兴大国,86.97,0.363,55.43,54.51,0.46,-0.0,33.17,27.28,16.4,8.09,0.078,0.108,0.078,0.058,0.046
2020,SAU,Saudi Arabia,新兴大国,86.7,0.413,50.87,54.96,0.46,-0.0,33.85,24.44,18.59,8.36,0.123,0.1,0.066,0.068,0.04
2021,SAU,Saudi Arabia,新兴大国,88.42,0.359,56.67,55.42,0.46,0.0,38.25,27.88,18.42,7.99,0.058,0.113,0.084,0.066,0.03
2022,SAU,Saudi Arabia,新兴大国,89.16,0.39,54.35,55.88,0.46,0.0,33.7,28.05,16.74,9.06,0.14,0.063,0.103,0.076,0.037
2023,SAU,Saudi Arabia,新兴大国,89.9,0.357,57.82,56.34,0.46,0.0,34.33,28.44,17.91,9.59,0.117,0.073,0.093,0.05,0.042
2000,POL,Poland,新兴经济体,67.11,0.542,30.76,30.88,0.0,0.0,24.61,20.14,15.29,6.24,0.198,0.168,0.086,0.07,0.062
2001,POL,Poland,新兴经济体,67.24,0.554,30.0,30.98,0.09,0.0,26.12,18.34,13.16,6.76,0.177,0.106,0.098,0.066,0.056
2002,POL,Poland,新兴经济体,67.66,0.537,31.31,31.07,0.09,-0.0,28.8,20.74,14.39,7.23,0.189,0.139,0.082,0.083,0.059
2003,POL,Poland,新兴经济体,67.84,0.542,31.1,31.16,0.09,-0.0,29.58,21.29,12.74,6.87,0.157,0.158,0.126,0.066,0.05
2004,POL,Poland,新兴经济体,68.11,0.539,31.4,31.26,0.09,-0.0,25.06,18.62,15.45,7.14,0.205,0.108,0.094,0.069,0.063
2005,POL,Poland,新兴经济体,68.39,0.544,31.21,31.34,0.09,-0.0,25.01,20.73,13.47,6.73,0.115,0.175,0.116,0.097,0.056
2006,POL,Poland,新兴经济体,68.69,0.545,31.25,31.43,0.09,-0.0,29.66,20.45,11.84,6.57,0.136,0.125,0.083,0.077,0.049
2007,POL,Poland,新兴经济体,69.06,0.542,31.64,31.52,0.08,-0.0,25.28,21.97,14.36,6.15,0.157,0.166,0.1,0.064,0.064
2008,POL,Poland,新兴经济体,68.81,0.558,30.42,31.6,0.08,-0.0,27.61,20.49,12.14,6.37,0.127,0.121,0.095,0.086,0.064
2009,POL,Poland,新兴经济体,69.64,0.537,32.21,31.67,0.08,-0.0,26.98,22.81,13.33,7.75,0.121,0.17,0.106,0.08,0.045
2010,POL,Poland,新兴经济体,69.9,0.543,31.96,31.74,0.07,-0.01,30.15,22.77,13.59,6.23,0.169,0.133,0.111,0.072,0.048
2011,POL,Poland,新兴经济体,70.17,0.539,32.33,31.81,0.06,-0.01,26.61,21.76,13.31,7.39,0.205,0.11,0.122,0.088,0.05
2012,POL,Poland,新兴经济体,70.45,0.542,32.25,31.86,0.06,-0.01,28.53,22.74,14.38,7.7,0.126,0.098,0.09,0.088,0.051
2013,POL,Poland,新兴经济体,70.75,0.542,32.38,31.91,0.05,-0.01,28.99,20.67,14.36,6.92,0.179,0.149,0.113,0.1,0.049
2014,POL,Poland,新兴经济体,71.02,0.549,32.03,31.95,0.04,-0.01,26.96,22.88,14.86,7.69,0.131,0.151,0.124,0.089,0.06
2015,POL,Poland,新兴经济体,71.33,0.54,32.8,31.99,0.03,-0.01,26.69,19.86,15.16,7.21,0.136,0.118,0.082,0.095,0.059
2016,POL,Poland,新兴经济体,71.6,0.551,32.17,32.01,0.02,-0.01,30.59,22.63,14.9,7.7,0.214,0.125,0.13,0.089,0.058
2017,POL,Poland,新兴经济体,71.88,0.541,33.03,32.02,0.02,-0.01,29.87,22.74,13.1,6.46,0.117,0.12,0.137,0.084,0.044
2018,POL,Poland,新兴经济体,72.19,0.547,32.73,32.03,0.01,-0.01,26.38,19.71,13.17,7.11,0.176,0.11,0.126,0.078,0.056
2019,POL,Poland,新兴经济体,72.46,0.541,33.29,32.04,0.0,-0.01,26.4,22.58,15.81,8.17,0.175,0.131,0.115,0.09,0.048
2020,POL,Poland,新兴经济体,71.76,0.59,29.42,32.04,-0.0,-0.0,28.32,20.95,12.82,8.17,0.188,0.14,0.1,0.086,0.053
2021,POL,Poland,新兴经济体,73.06,0.543,33.42,32.03,-0.0,-0.0,31.41,22.0,15.81,6.46,0.158,0.113,0.089,0.083,0.053
2022,POL,Poland,新兴经济体,74.34,0.626,27.81,32.03,-0.0,-0.0,31.58,22.71,13.12,6.99,0.15,0.155,0.118,0.095,0.065
2023,POL,Poland,新兴经济体,73.64,0.545,33.49,32.03,-0.0,0.0,27.44,23.12,13.98,6.77,0.143,0.124,0.127,0.062,0.047
2000,THA,Thailand,新兴经济体,68.06,0.468,36.24,36.28,0.0,0.0,28.37,18.87,13.02,5.82,0.125,0.144,0.078,0.087,0.043
2001,THA,Thailand,新兴经济体,68.29,0.481,35.45,36.3,0.02,0.0,24.36,19.69,12.28,7.5,0.115,0.123,0.103,0.066,0.049
2002,THA,Thailand,新兴经济体,68.42,0.464,36.69,36.31,0.02,-0.0,27.77,20.22,15.65,7.0,0.189,0.133,0.079,0.085,0.043
2003,THA,Thailand,新兴经济体,68.67,0.475,36.08,36.33,0.02,-0.0,28.66,21.22,11.91,7.33,0.151,0.123,0.074,0.055,0.053
2004,THA,Thailand,新兴经济体,68.77,0.469,36.52,36.35,0.02,-0.0,28.37,20.67,14.95,6.92,0.098,0.079,0.074,0.081,0.046
2005,THA,Thailand,新兴经济体,69.02,0.473,36.4,36.36,0.01,-0.0,29.49,21.46,13.86,6.06,0.132,0.141,0.103,0.053,0.051
2006,THA,Thailand,新兴经济体,69.3,0.473,36.51,36.37,0.01,-0.0,25.45,20.06,12.07,6.19,0.11,0.098,0.091,0.07,0.055
2007,THA,Thailand,新兴经济体,69.45,0.471,36.71,36.38,0.01,-0.0,28.76,19.17,14.23,6.7,0.174,0.128,0.122,0.065,0.045
2008,THA,Thailand,新兴经济体,69.11,0.491,35.16,36.39,0.01,-0.0,29.55,19.17,12.65,6.35,0.17,0.151,0.108,0.088,0.041
2009,THA,Thailand,新兴经济体,69.88,0.475,36.67,36.39,0.01,-0.0,29.25,21.28,12.4,6.13,0.137,0.139,0.073,0.083,0.047
2010,THA,Thailand,新兴经济体,70.07,0.476,36.72,36.4,0.0,-0.0,25.55,19.13,14.98,6.11,0.155,0.102,0.093,0.062,0.04
2011,THA,Thailand,新兴经济体,70.3,0.481,36.5,36.39,-0.0,-0.0,28.42,21.59,13.85,6.61,0.157,0.102,0.094,0.056,0.039
2012,THA,Thailand,新兴经济体,70.52,0.477,36.9,36.39,-0.01,-0.0,29.58,22.58,12.24,6.75,0.135,0.087,0.072,0.065,0.051
2013,THA,Thailand,新兴经济体,70.69,0.477,36.95,36.38,-0.01,-0.0,28.63,22.6,15.26,6.63,0.181,0.159,0.124,0.069,0.047
2014,THA,Thailand,新兴经济体,70.87,0.493,35.96,36.36,-0.02,-0.0,29.03,19.42,15.03,6.14,0.193,0.117,0.122,0.087,0.042
2015,THA,Thailand,新兴经济体,71.1,0.482,36.86,36.34,-0.02,-0.0,28.28,20.67,13.05,7.9,0.154,0.087,0.08,0.082,0.041
2016,THA,Thailand,新兴经济体,71.31,0.485,36.74,36.32,-0.02,-0.0,28.99,21.23,15.91,7.12,0.11,0.147,0.088,0.054,0.056
2017,THA,Thailand,新兴经济体,71.52,0.483,36.97,36.29,-0.03,-0.0,31.25,21.63,14.98,7.88,0.173,0.158,0.097,0.075,0.048
2018,THA,Thailand,新兴经济体,71.71,0.491,36.52,36.26,-0.03,-0.0,30.87,22.04,12.86,7.13,0.108,0.084,0.107,0.092,0.051
2019,THA,Thailand,新兴经济体,71.91,0.484,37.08,36.23,-0.03,-0.0,30.94,19.73,14.67,6.96,0.17,0.158,0.084,0.069,0.042
2020,THA,Thailand,新兴经济体,71.12,0.538,32.83,36.19,-0.03,-0.0,26.31,22.03,14.7,7.86,0.14,0.137,0.128,0.078,0.054
2021,THA,Thailand,新兴经济体,72.33,0.488,37.04,36.16,-0.03,0.0,28.72,19.78,14.3,7.07,0.153,0.126,0.086,0.073,0.057
2022,THA,Thailand,新兴经济体,72.54,0.518,34.93,36.12,-0.03,0.0,31.89,19.81,13.5,7.23,0.184,0.148,0.113,0.094,0.057
2023,THA,Thailand,新兴经济体,72.74,0.492,36.95,36.09,-0.03,0.0,30.5,20.16,14.76,7.52,0.159,0.11,0.075,0.09,0.044
2000,MYS,Malaysia,新兴经济体,47.6,0.478,24.86,24.81,0.0,0.0,17.53,13.28,9.58,4.29,0.193,0.158,0.115,0.073,0.043
2001,MYS,Malaysia,新兴经济体,48.21,0.491,24.54,25.04,0.23,0.0,19.71,12.88,9.41,5.74,0.164,0.125,0.117,0.057,0.05
2002,MYS,Malaysia,新兴经济体,48.68,0.482,25.23,25.28,0.23,0.0,18.38,14.16,9.48,5.68,0.192,0.122,0.108,0.08,0.04
2003,MYS,Malaysia,新兴经济体,49.3,0.482,25.53,25.51,0.23,-0.0,22.38,12.93,11.21,5.83,0.11,0.121,0.067,0.073,0.047
2004,MYS,Malaysia,新兴经济体,49.79,0.483,25.72,25.74,0.23,-0.0,20.76,14.15,11.09,5.32,0.113,0.122,0.116,0.067,0.041
2005,MYS,Malaysia,新兴经济体,50.36,0.483,26.05,25.98,0.23,-0.0,17.23,14.12,10.75,5.71,0.126,0.093,0.084,0.085,0.057
2006,MYS,Malaysia,新兴经济体,50.91,0.481,26.42,26.21,0.23,-0.0,19.42,15.21,11.02,4.35,0.192,0.093,0.126,0.072,0.044
2007,MYS,Malaysia,新兴经济体,51.45,0.478,26.83,26.44,0.23,-0.0,17.9,14.78,12.05,4.15,0.167,0.138,0.111,0.069,0.044
2008,MYS,Malaysia,新兴经济体,51.4,0.504,25.48,26.66,0.23,-0.0,17.65,15.9,10.2,4.75,0.101,0.107,0.105,0.064,0.044
2009,MYS,Malaysia,新兴经济体,52.53,0.487,26.96,26.89,0.23,-0.0,20.62,13.77,9.56,4.44,0.153,0.096,0.094,0.08,0.049
2010,MYS,Malaysia,新兴经济体,53.05,0.485,27.32,27.11,0.22,-0.0,22.63,15.28,10.85,4.44,0.181,0.149,0.124,0.063,0.044
2011,MYS,Malaysia,新兴经济体,53.58,0.484,27.64,27.34,0.22,-0.0,19.73,17.58,9.39,5.95,0.184,0.091,0.126,0.07,0.04
2012,MYS,Malaysia,新兴经济体,54.1,0.488,27.7,27.55,0.22,-0.0,23.39,17.12,12.8,5.04,0.112,0.142,0.077,0.061,0.046
2013,MYS,Malaysia,新兴经济体,54.68,0.483,28.26,27.77,0.21,-0.0,22.76,15.85,10.1,5.23,0.185,0.134,0.081,0.069,0.041
2014,MYS,Malaysia,新兴经济体,55.18,0.494,27.95,27.98,0.21,-0.0,23.84,16.84,10.39,5.54,0.185,0.097,0.082,0.062,0.041
2015,MYS,Malaysia,新兴经济体,55.72,0.485,28.72,28.19,0.21,-0.0,22.29,15.3,10.0,6.28,0.167,0.1,0.075,0.082,0.041
2016,MYS,Malaysia,新兴经济体,56.28,0.491,28.62,28.39,0.2,-0.0,24.24,16.43,11.58,5.45,0.172,0.098,0.128,0.085,0.049
2017,MYS,Malaysia,新兴经济体,56.78,0.485,29.26,28.59,0.2,-0.0,25.44,15.06,12.12,6.39,0.164,0.125,0.092,0.09,0.043
2018,MYS,Malaysia,新兴经济体,57.34,0.498,28.79,28.79,0.2,-0.0,24.17,17.36,12.33,5.36,0.146,0.119,0.121,0.091,0.056
2019,MYS,Malaysia,新兴经济体,57.88,0.492,29.42,28.99,0.2,-0.0,25.64,17.84,10.91,5.49,0.192,0.159,0.107,0.065,0.046
2020,MYS,Malaysia,新兴经济体,57.4,0.54,26.38,29.19,0.2,-0.0,24.35,16.97,11.07,5.98,0.114,0.106,0.116,0.079,0.045
2021,MYS,Malaysia,新兴经济体,58.95,0.486,30.31,29.38,0.2,0.0,26.35,18.56,10.89,5.73,0.182,0.12,0.076,0.09,0.045
2022,MYS,Malaysia,新兴经济体,59.49,0.52,28.56,29.58,0.2,0.0,25.03,17.49,10.54,5.42,0.145,0.099,0.125,0.083,0.048
2023,MYS,Malaysia,新兴经济体,60.03,0.49,30.65,29.78,0.2,0.0,21.46,16.79,13.79,6.94,0.151,0.127,0.128,0.061,0.049
2000,ARG,Argentina,新兴经济体,40.31,0.415,23.6,23.34,0.0,0.0,18.49,10.72,8.19,4.24,0.142,0.094,0.053,0.069,0.049
2001,ARG,Argentina,新兴经济体,40.62,0.435,22.94,23.49,0.15,0.0,17.79,14.03,9.29,3.44,0.137,0.1,0.06,0.061,0.037
2002,ARG,Argentina,新兴经济体,40.91,0.419,23.77,23.63,0.15,0.0,14.57,13.58,10.01,4.63,0.135,0.103,0.088,0.054,0.038
2003,ARG,Argentina,新兴经济体,41.14,0.421,23.81,23.78,0.15,-0.0,16.73,13.64,7.25,5.02,0.164,0.074,0.063,0.068,0.041
2004,ARG,Argentina,新兴经济体,41.41,0.425,23.82,23.92,0.15,-0.0,17.4,14.38,7.42,3.72,0.145,0.088,0.114,0.068,0.051
2005,ARG,Argentina,新兴经济体,41.74,0.424,24.06,24.07,0.15,-0.0,17.2,11.0,8.15,4.1,0.142,0.068,0.08,0.068,0.033
2006,ARG,Argentina,新兴经济体,42.09,0.422,24.32,24.21,0.15,-0.0,19.39,11.56,8.18,3.29,0.169,0.089,0.111,0.074,0.035
2007,ARG,Argentina,新兴经济体,42.39,0.421,24.53,24.36,0.14,-0.0,19.24,13.78,8.75,3.98,0.131,0.097,0.108,0.052,0.04
2008,ARG,Argentina,新兴经济体,42.16,0.442,23.51,24.5,0.14,-0.0,14.49,13.67,8.96,3.42,0.107,0.072,0.075,0.052,0.034
2009,ARG,Argentina,新兴经济体,42.96,0.424,24.73,24.65,0.14,-0.0,14.26,11.54,7.12,3.47,0.154,0.107,0.097,0.067,0.04
2010,ARG,Argentina,新兴经济体,43.31,0.418,25.19,24.79,0.14,-0.0,14.47,14.33,8.25,4.04,0.12,0.085,0.103,0.043,0.033
2011,ARG,Argentina,新兴经济体,43.59,0.426,25.01,24.93,0.14,-0.0,16.13,14.97,9.31,4.55,0.116,0.13,0.093,0.056,0.042
2012,ARG,Argentina,新兴经济体,43.88,0.42,25.44,25.07,0.14,-0.0,18.08,11.38,7.35,4.63,0.136,0.074,0.105,0.078,0.046
2013,ARG,Argentina,新兴经济体,44.26,0.423,25.52,25.21,0.14,-0.0,14.79,13.55,10.7,3.47,0.09,0.095,0.078,0.082,0.041
2014,ARG,Argentina,新兴经济体,44.53,0.433,25.25,25.34,0.13,-0.0,16.22,12.92,10.66,3.45,0.099,0.147,0.093,0.064,0.048
2015,ARG,Argentina,新兴经济体,44.83,0.43,25.56,25.48,0.13,-0.0,19.65,15.22,9.62,4.36,0.09,0.082,0.107,0.063,0.05
2016,ARG,Argentina,新兴经济体,45.14,0.428,25.8,25.61,0.13,-0.0,16.83,13.91,8.92,3.76,0.087,0.142,0.108,0.07,0.042
2017,ARG,Argentina,新兴经济体,45.44,0.424,26.18,25.74,0.13,-0.0,19.79,15.19,8.13,3.63,0.15,0.095,0.106,0.074,0.036
2018,ARG,Argentina,新兴经济体,45.74,0.43,26.06,25.86,0.13,-0.0,16.2,13.76,8.91,4.62,0.152,0.142,0.114,0.072,0.045
2019,ARG,Argentina,新兴经济体,46.04,0.425,26.49,25.99,0.13,-0.0,18.68,11.93,8.56,5.54,0.11,0.136,0.114,0.061,0.044
2020,ARG,Argentina,新兴经济体,45.33,0.475,23.79,26.12,0.13,-0.0,15.86,11.71,9.18,3.7,0.113,0.111,0.099,0.089,0.039
2021,ARG,Argentina,新兴经济体,46.65,0.424,26.88,26.25,0.13,0.0,19.79,13.98,8.28,5.15,0.109,0.112,0.062,0.052,0.042
2022,ARG,Argentina,新兴经济体,46.96,0.453,25.67,26.38,0.13,0.0,17.85,15.91,8.8,4.33,0.135,0.132,0.093,0.068,0.048
2023,ARG,Argentina,新兴经济体,47.27,0.423,27.28,26.51,0.13,0.0,20.19,12.38,9.46,3.75,0.172,0.12,0.104,0.06,0.046
2000,COL,Colombia,新兴经济体,52.33,0.405,31.14,31.22,0.0,0.0,20.41,14.06,11.52,5.58,0.092,0.081,0.054,0.069,0.045
2001,COL,Colombia,新兴经济体,52.92,0.411,31.15,31.45,0.23,0.0,20.19,17.72,12.45,4.76,0.171,0.13,0.054,0.045,0.049
2002,COL,Colombia,新兴经济体,53.36,0.411,31.42,31.68,0.23,-0.0,19.97,14.16,12.57,6.31,0.108,0.07,0.096,0.065,0.034
2003,COL,Colombia,新兴经济体,53.79,0.406,31.96,31.91,0.23,-0.0,19.35,17.98,9.07,6.29,0.14,0.069,0.092,0.05,0.035
2004,COL,Colombia,新兴经济体,54.17,0.41,31.99,32.13,0.23,-0.0,21.85,16.09,12.35,5.19,0.163,0.098,0.103,0.053,0.039
2005,COL,Colombia,新兴经济体,54.7,0.406,32.51,32.36,0.23,-0.0,23.34,18.19,9.59,4.52,0.144,0.089,0.071,0.059,0.039
2006,COL,Colombia,新兴经济体,55.3,0.406,32.83,32.58,0.22,-0.0,24.09,16.01,9.79,4.78,0.162,0.066,0.109,0.056,0.033
2007,COL,Colombia,新兴经济体,55.7,0.405,33.14,32.81,0.22,-0.0,23.01,15.7,10.33,5.65,0.125,0.109,0.098,0.051,0.035
2008,COL,Colombia,新兴经济体,55.75,0.428,31.91,33.03,0.22,-0.0,22.06,17.44,12.35,4.71,0.09,0.106,0.08,0.074,0.048
2009,COL,Colombia,新兴经济体,56.64,0.412,33.3,33.25,0.22,-0.0,21.32,15.96,12.53,6.45,0.136,0.134,0.076,0.078,0.044
2010,COL,Colombia,新兴经济体,57.14,0.411,33.68,33.46,0.22,-0.0,25.26,17.14,12.65,6.54,0.114,0.089,0.107,0.072,0.05
2011,COL,Colombia,新兴经济体,57.62,0.412,33.88,33.67,0.21,-0.0,22.18,15.84,9.92,5.99,0.124,0.115,0.107,0.054,0.049
2012,COL,Colombia,新兴经济体,58.08,0.408,34.4,33.88,0.21,-0.0,23.62,17.51,12.83,6.26,0.172,0.089,0.099,0.081,0.046
2013,COL,Colombia,新兴经济体,58.59,0.411,34.5,34.09,0.2,-0.0,23.23,18.61,10.25,4.87,0.098,0.139,0.108,0.06,0.045
2014,COL,Colombia,新兴经济体,59.02,0.419,34.26,34.28,0.2,-0.0,23.19,19.61,12.0,5.2,0.16,0.08,0.086,0.074,0.052
2015,COL,Colombia,新兴经济体,59.57,0.409,35.23,34.48,0.19,-0.0,21.95,19.71,11.21,4.99,0.12,0.072,0.059,0.053,0.033
2016,COL,Colombia,新兴经济体,60.03,0.423,34.61,34.67,0.19,-0.0,21.51,18.54,10.22,6.92,0.133,0.074,0.07,0.054,0.037
2017,COL,Colombia,新兴经济体,60.51,0.413,35.52,34.86,0.19,-0.0,25.01,18.66,10.71,5.9,0.151,0.143,0.076,0.065,0.034
2018,COL,Colombia,新兴经济体,60.96,0.424,35.13,35.04,0.18,-0.0,23.65,19.88,12.65,5.84,0.171,0.103,0.07,0.063,0.032
2019,COL,Colombia,新兴经济体,61.46,0.415,35.94,35.22,0.18,-0.0,26.12,17.03,11.19,6.07,0.082,0.127,0.108,0.062,0.049
2020,COL,Colombia,新兴经济体,60.92,0.465,32.57,35.4,0.18,-0.0,23.53,19.63,12.37,6.09,0.131,0.088,0.073,0.055,0.049
2021,COL,Colombia,新兴经济体,62.39,0.42,36.22,35.59,0.18,0.0,23.43,19.23,14.45,7.1,0.087,0.067,0.105,0.047,0.049
2022,COL,Colombia,新兴经济体,62.88,0.448,34.73,35.77,0.18,0.0,25.93,19.27,10.81,5.88,0.134,0.081,0.079,0.086,0.045
2023,COL,Colombia,新兴经济体,63.37,0.42,36.77,35.95,0.18,0.0,26.41,18.44,10.78,7.27,0.119,0.076,0.076,0.075,0.046
2000,CHL,Chile,新兴经济体,61.66,0.599,24.72,24.72,0.0,0.0,25.32,19.12,14.1,6.22,0.142,0.158,0.132,0.094,0.069
2001,CHL,Chile,新兴经济体,62.03,0.61,24.18,24.81,0.09,0.0,25.85,19.66,11.35,6.53,0.159,0.192,0.127,0.078,0.066
2002,CHL,Chile,新兴经济体,62.42,0.596,25.22,24.9,0.09,-0.0,27.92,17.74,11.41,6.07,0.167,0.15,0.142,0.074,0.066
2003,CHL,Chile,新兴经济体,62.79,0.602,24.99,24.98,0.09,-0.0,24.54,19.9,14.25,5.29,0.196,0.169,0.092,0.105,0.067
2004,CHL,Chile,新兴经济体,63.17,0.606,24.89,25.07,0.09,-0.0,23.69,20.82,11.38,5.65,0.218,0.15,0.121,0.081,0.058
2005,CHL,Chile,新兴经济体,63.58,0.599,25.52,25.15,0.09,-0.0,27.83,18.28,11.77,6.72,0.181,0.145,0.098,0.109,0.058
2006,CHL,Chile,新兴经济体,63.99,0.601,25.55,25.24,0.08,-0.0,25.75,18.48,13.51,6.51,0.202,0.128,0.094,0.108,0.068
2007,CHL,Chile,新兴经济体,64.35,0.611,25.06,25.32,0.08,-0.0,24.68,17.36,13.32,6.36,0.14,0.115,0.12,0.081,0.068
2008,CHL,Chile,新兴经济体,64.28,0.627,24.0,25.4,0.08,-0.0,22.76,18.86,13.47,5.78,0.198,0.156,0.132,0.075,0.068
2009,CHL,Chile,新兴经济体,65.15,0.611,25.33,25.48,0.08,-0.0,28.6,20.05,12.26,7.07,0.14,0.159,0.142,0.111,0.054
2010,CHL,Chile,新兴经济体,65.53,0.603,26.04,25.56,0.08,-0.0,25.11,19.94,13.62,7.02,0.181,0.165,0.122,0.076,0.057
2011,CHL,Chile,新兴经济体,65.92,0.604,26.13,25.64,0.08,-0.0,26.33,19.46,14.37,6.57,0.188,0.176,0.092,0.109,0.06
2012,CHL,Chile,新兴经济体,66.35,0.605,26.18,25.71,0.07,-0.0,24.91,20.99,14.14,7.37,0.145,0.139,0.121,0.089,0.053
2013,CHL,Chile,新兴经济体,66.66,0.608,26.15,25.78,0.07,-0.0,28.03,19.05,11.51,6.36,0.181,0.12,0.137,0.079,0.061
2014,CHL,Chile,新兴经济体,67.06,0.617,25.69,25.84,0.06,-0.0,29.7,21.4,11.98,6.49,0.138,0.143,0.149,0.076,0.062
2015,CHL,Chile,新兴经济体,67.45,0.605,26.61,25.9,0.06,-0.0,27.83,18.25,14.46,6.87,0.142,0.184,0.126,0.089,0.054
2016,CHL,Chile,新兴经济体,67.86,0.612,26.3,25.96,0.06,-0.0,29.64,20.1,13.61,6.62,0.229,0.178,0.148,0.103,0.061
2017,CHL,Chile,新兴经济体,68.25,0.609,26.71,26.01,0.05,-0.0,27.29,21.36,12.51,5.92,0.142,0.115,0.095,0.08,0.053
2018,CHL,Chile,新兴经济体,68.63,0.621,26.02,26.06,0.05,-0.0,25.53,19.71,14.0,6.62,0.168,0.193,0.098,0.096,0.06
2019,CHL,Chile,新兴经济体,69.01,0.613,26.73,26.11,0.05,-0.0,28.34,21.24,12.4,6.15,0.175,0.183,0.095,0.11,0.059
2020,CHL,Chile,新兴经济体,68.39,0.661,23.22,26.15,0.05,-0.0,26.74,19.78,15.57,6.26,0.247,0.169,0.114,0.112,0.071
2021,CHL,Chile,新兴经济体,69.79,0.613,27.01,26.2,0.05,0.0,30.73,20.76,12.05,6.94,0.196,0.127,0.109,0.09,0.058
2022,CHL,Chile,新兴经济体,70.18,0.641,25.19,26.25,0.05,0.0,27.27,20.94,13.87,7.6,0.175,0.15,0.114,0.092,0.067
2023,CHL,Chile,新兴经济体,70.56,0.616,27.11,26.3,0.05,0.0,29.53,21.93,15.24,7.31,0.222,0.128,0.111,0.082,0.07
2000,EGY,Egypt,新兴经济体,50.55,0.554,22.55,22.56,0.0,0.0,20.01,16.34,10.25,5.52,0.147,0.157,0.109,0.086,0.061
2001,EGY,Egypt,新兴经济体,50.85,0.563,22.25,22.5,-0.06,0.0,19.33,13.93,8.35,4.53,0.161,0.124,0.117,0.081,0.06
2002,EGY,Egypt,新兴经济体,50.98,0.56,22.42,22.44,-0.06,-0.0,22.28,14.07,9.52,5.57,0.17,0.123,0.09,0.088,0.047
2003,EGY,Egypt,新兴经济体,51.03,0.56,22.44,22.38,-0.06,-0.0,19.04,15.6,9.33,4.82,0.164,0.117,0.098,0.09,0.047
2004,EGY,Egypt,新兴经济体,51.23,0.569,22.08,22.32,-0.06,-0.0,18.87,15.28,11.81,5.33,0.127,0.132,0.119,0.079,0.051
2005,EGY,Egypt,新兴经济体,51.46,0.561,22.6,22.27,-0.06,-0.0,20.1,15.52,9.88,4.23,0.165,0.175,0.132,0.083,0.058
2006,EGY,Egypt,新兴经济体,51.6,0.565,22.44,22.21,-0.06,-0.0,18.68,15.69,9.41,5.1,0.166,0.162,0.091,0.074,0.062
2007,EGY,Egypt,新兴经济体,51.88,0.575,22.04,22.15,-0.06,-0.0,20.5,15.74,9.53,5.94,0.154,0.112,0.137,0.084,0.053
2008,EGY,Egypt,新兴经济体,51.51,0.598,20.69,22.09,-0.06,-0.0,19.12,16.96,8.48,5.5,0.139,0.162,0.124,0.088,0.059
2009,EGY,Egypt,新兴经济体,52.16,0.576,22.13,22.02,-0.06,-0.0,21.22,14.42,9.17,5.49,0.157,0.173,0.1,0.076,0.049
2010,EGY,Egypt,新兴经济体,52.33,0.576,22.17,21.96,-0.06,-0.0,23.68,15.39,8.9,4.39,0.134,0.107,0.122,0.095,0.067
2011,EGY,Egypt,新兴经济体,52.5,0.575,22.33,21.89,-0.07,-0.0,20.51,16.36,10.45,5.55,0.178,0.154,0.123,0.096,0.057
2012,EGY,Egypt,新兴经济体,52.7,0.579,22.17,21.82,-0.07,-0.0,19.84,16.62,10.29,4.42,0.126,0.172,0.131,0.085,0.053
2013,EGY,Egypt,新兴经济体,52.84,0.581,22.13,21.75,-0.07,-0.0,22.04,17.81,12.2,5.81,0.216,0.149,0.108,0.092,0.057
